text,sentiment,topic,intent,binary
چھوٹے خاندانوں کے فوائد پر روشنی ڈالیں۔,neutral,population,Inquiry,relevant
یہ سڑک بہت خراب ہے۔,negative,other,Feedback,irrelevant
میں بلڈ پریشر کے لیے دوا لینا چاہتا ہوں۔,neutral,health,Request,relevant
طلباء کو اضافی کلاسز کی ضرورت ہے۔,positive,education,Request,relevant
آبادی کو کنٹرول کرنے کے لیے منصوبہ بندی کی ضرورت ہے۔,neutral,population,Feedback,relevant
مجھے یہ فیصلہ کرنے میں دشواری ہو رہی ہے۔,negative,other,Feedback,irrelevant
یہ ہسپتال بہت دور ہے۔,negative,health,Complaint,relevant
اساتذہ کی تنخواہوں میں اضافہ کیا جائے۔,positive,education,Request,relevant
بڑھتی ہوئی آبادی غربت کی وجہ ہے۔,negative,population,Feedback,relevant
میں کچھ نیا سیکھنا چاہتا ہوں۔,positive,other,Request,irrelevant
کیا مجھے یہ انجیکشن لگوانا چاہیے؟,neutral,health,Inquiry,relevant
میں اسکول میں ہراساں کیا جا رہا ہوں۔,negative,education,Complaint,relevant
بچوں کی صحت کا خیال رکھنا چاہیے تاکہ آبادی صحت مند رہے۔,positive,population,Feedback,relevant
یہ خبر بہت اچھی ہے۔,positive,other,Feedback,irrelevant
میں ڈاکٹر سے ملاقات کا وقت لینا چاہتا ہوں۔,neutral,health,Request,relevant
اسکول کے نتائج تسلی بخش نہیں ہیں۔,negative,education,Feedback,relevant
آبادی میں کمی ملک کے لیے نقصان دہ ہے۔,negative,population,Feedback,relevant
مجھے کافی بھوک لگ رہی ہے۔,neutral,other,Feedback,irrelevant
مجھے سر درد کی شکایت ہے۔,negative,health,Feedback,relevant
اساتذہ کو بہتر تربیت کی ضرورت ہے۔,positive,education,Feedback,relevant
بچوں کی بہتر صحت کے لیے اقدامات کریں۔,positive,population,Request,relevant
یہ گانا مجھے بہت پسند ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے ہسپتال کا راستہ بتا سکتے ہیں؟,neutral,health,Inquiry,relevant
مجھے اسکول کے نصاب پر اعتراض ہے۔,negative,education,Complaint,relevant
زیادہ آبادی کا مطلب زیادہ وسائل کا استعمال ہے۔,neutral,population,Feedback,relevant
میں آج بہت تھکا ہوا ہوں۔,negative,other,Feedback,irrelevant
مجھے سردی لگ گئی ہے، کیا کوئی دوا تجویز کر سکتے ہیں؟,neutral,health,Request,relevant
یونیورسٹی میں داخلے کے لیے کیا شرائط ہیں؟,neutral,education,Inquiry,relevant
بچوں کی تعلیم پر زیادہ توجہ دینی چاہیے۔,positive,population,Feedback,relevant
یہ فلم بہت اچھی تھی۔,positive,other,Feedback,irrelevant
میں جلدی ٹھیک ہونا چاہتا ہوں۔,positive,health,Feedback,relevant
اسکولوں میں سہولیات ناکافی ہیں۔,negative,education,Complaint,relevant
خاندانی منصوبہ بندی کی اہمیت کو سمجھنا چاہیے۔,neutral,population,Feedback,relevant
مجھے کافی نیند آ رہی ہے۔,neutral,other,Feedback,irrelevant
اس دوا کا استعمال کیسے کیا جاتا ہے؟,neutral,health,Inquiry,relevant
میں اسکول میں ہونے والے تشدد کے بارے میں شکایت کرنا چاہتا ہوں۔,negative,education,Complaint,relevant
بڑھتی ہوئی آبادی سے وسائل پر دباؤ پڑتا ہے۔,negative,population,Feedback,relevant
یہ کھانا بہت لذیذ تھا۔,positive,other,Feedback,irrelevant
مجھے ہسپتال میں داخل ہونے کی ضرورت پڑ سکتی ہے۔,neutral,health,Inquiry,relevant
اساتذہ کو اچھی تنخواہ ملنی چاہیے۔,positive,education,Request,relevant
آبادی کا کنٹرول صحت کے لیے اہم ہے۔,positive,population,Feedback,relevant
میں آج بہت خوش محسوس کر رہا ہوں۔,positive,other,Feedback,irrelevant
کیا آپ مجھے کسی اچھے ڈاکٹر کا نمبر دے سکتے ہیں؟,neutral,health,Request,relevant
اسکول میں بچوں کے لیے کھیل کا میدان ہونا چاہیے۔,positive,education,Feedback,relevant
بچوں کی پیدائش کو کنٹرول کرنا وقت کی ضرورت ہے۔,neutral,population,Feedback,relevant
یہ کار بہت تیز ہے۔,positive,other,Feedback,irrelevant
مجھے بخار ہے اور جسم میں درد ہو رہا ہے۔,negative,health,Feedback,relevant
میں اسکول کے نتائج سے بہت مایوس ہوں۔,negative,education,Feedback,relevant
خاندانی منصوبہ بندی کو فروغ دینا چاہیے۔,positive,population,Feedback,relevant
مجھے کافی بھوک لگی ہے۔,neutral,other,Feedback,irrelevant
مجھے شوگر کی بیماری ہے۔,negative,health,Feedback,relevant
اسکولوں میں نظم و ضبط بہتر کیا جائے۔,positive,education,Feedback,relevant
آبادی کا کنٹرول ترقی کے لیے ضروری ہے۔,positive,population,Feedback,relevant
یہ سفر بہت لمبا ہے۔,negative,other,Feedback,irrelevant
کیا مجھے کوئی الرجی ہو گئی ہے؟,neutral,health,Inquiry,relevant
طلباء کو زیادہ ہوم ورک نہیں دینا چاہیے۔,negative,education,Feedback,relevant
بچوں کی پیدائش کا تناسب کنٹرول میں رکھنا چاہیے۔,neutral,population,Feedback,relevant
یہ خبر بہت اچھی ہے۔,positive,other,Feedback,irrelevant
مجھے سردی لگ رہی ہے، کیا کوئی دوا ہے؟,neutral,health,Request,relevant
اس اسکول کی عمارت کی مرمت کی جائے۔,negative,education,Complaint,relevant
آبادی کا کنٹرول صحت عامہ کے لیے اہم ہے۔,positive,population,Feedback,relevant
یہ موسم بہت خوشگوار ہے۔,positive,other,Feedback,irrelevant
میں درد سے پریشان ہوں۔,negative,health,Feedback,relevant
اساتذہ کو بہتر سہولیات فراہم کی جائیں۔,positive,education,Request,relevant
بچوں کی صحت کا خیال رکھنا آبادی کی بہتری کے لیے ضروری ہے۔,positive,population,Feedback,relevant
میں آج بہت تھکا ہوا ہوں۔,negative,other,Feedback,irrelevant
کیا آپ مجھے اس دوا کے بارے میں بتا سکتے ہیں؟,neutral,health,Inquiry,relevant
اسکول میں صفائی کا نظام بہتر کیا جائے۔,negative,education,Complaint,relevant
بڑھتی ہوئی آبادی کا نظم و نسق اہم ہے۔,neutral,population,Feedback,relevant
یہ گاڑی بہت پرانی ہے۔,negative,other,Feedback,irrelevant
میں ڈاکٹر سے اپائنٹمنٹ لینا چاہتا ہوں۔,neutral,health,Request,relevant
یونیورسٹی کی فیس بہت زیادہ ہے۔,negative,education,Complaint,relevant
چھوٹی عمر میں شادی کے مسائل ہوتے ہیں۔,negative,population,Feedback,relevant
مجھے کافی بھوک لگ رہی ہے۔,neutral,other,Feedback,irrelevant
مجھے ہسپتال میں داخل ہونے کی ضرورت ہے۔,neutral,health,Inquiry,relevant
اساتذہ کی تربیت بہت ضروری ہے۔,positive,education,Feedback,relevant
آبادی کو کنٹرول کرنے کے لیے تعلیم اہم ہے۔,positive,population,Feedback,relevant
یہ گانا بہت ہی دلکش ہے۔,positive,other,Feedback,irrelevant
مجھے کھانسی ہو رہی ہے، کیا آپ کوئی دوائی دے سکتے ہیں؟,neutral,health,Request,relevant
طلباء کو زیادہ ہوم ورک نہیں دیا جانا چاہیے۔,negative,education,Feedback,relevant
بڑھتی ہوئی آبادی وسائل پر بوجھ ہے۔,negative,population,Feedback,relevant
مجھے کافی نیند آ رہی ہے۔,neutral,other,Feedback,irrelevant
کیا یہ دوا محفوظ ہے؟,neutral,health,Inquiry,relevant
میں اسکول کے نظام سے ناخوش ہوں۔,negative,education,Complaint,relevant
بچوں کی صحت کا خیال رکھنا آبادی کے لیے اہم ہے۔,positive,population,Feedback,relevant
یہ جگہ بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے سر درد کی شکایت ہے۔,negative,health,Feedback,relevant
طلباء کے لیے اضافی کلاسز کی ضرورت ہے۔,positive,education,Request,relevant
آبادی میں اضافہ کا مطلب زیادہ وسائل کی ضرورت ہے۔,neutral,population,Feedback,relevant
مجھے یہ کام بہت مشکل لگ رہا ہے۔,negative,other,Feedback,irrelevant
یہ ہسپتال میں ڈاکٹرز بہت تعاون کرتے ہیں۔,positive,health,Feedback,relevant
کیا اگلے ہفتے اسکول کی چھٹیاں بڑھائی جائیں گی؟,neutral,education,Inquiry,relevant
آبادی میں اضافے کے باعث وسائل پر دباؤ بڑھ رہا ہے۔,negative,population,Complaint,relevant
آج موسم بہت خوشگوار ہے۔,positive,other,Feedback,irrelevant
میں نے کل رات اپنے بچے کے لیے دوا خریدی تھی۔,neutral,health,Inquiry,relevant
یونیورسٹی میں داخلے کی آخری تاریخ کب ہے؟,neutral,education,Inquiry,relevant
حکومت آبادی کنٹرول کے لیے اقدامات کر رہی ہے۔,neutral,population,Feedback,relevant
یہ کتاب بہت دلچسپ ہے۔,positive,other,Feedback,irrelevant
معدے کا درد مجھے بہت پریشان کر رہا ہے۔,negative,health,Complaint,relevant
اساتذہ طلباء کی تعلیم پر توجہ دیں۔,negative,education,Request,relevant
بڑھتی ہوئی آبادی کی ضروریات کیسے پوری ہوں گی؟,negative,population,Inquiry,relevant
کالم بہت معلوماتی تھا۔,positive,other,Feedback,irrelevant
ڈاکٹر صاحب سے ملاقات کا وقت مل سکتا ہے؟,neutral,health,Request,relevant
طلباء کو بہتر سہولیات فراہم کی جائیں۔,positive,education,Request,relevant
ہمیں آبادی کے مسائل پر غور کرنا چاہیے۔,neutral,population,Feedback,relevant
چاند بہت خوبصورت لگ رہا ہے۔,positive,other,Feedback,irrelevant
مجھے بخار اور کھانسی ہے، براہ کرم مشورہ دیں۔,negative,health,Request,relevant
میرا بیٹا امتحان میں پاس ہو گیا، میں بہت خوش ہوں۔,positive,education,Feedback,relevant
دھیرے دھیرے آبادی میں اضافہ ہونا تشویشناک ہے۔,negative,population,Complaint,relevant
یہ فلم بہت بورنگ تھی۔,negative,other,Feedback,irrelevant
مجھے صحت کے مسائل کے بارے میں معلومات درکار ہیں۔,neutral,health,Inquiry,relevant
اس اسکول کا تعلیمی معیار بہت اچھا ہے۔,positive,education,Feedback,relevant
خاندان کے منصوبہ بندی کے فائدے کیا ہیں؟,neutral,population,Inquiry,relevant
موسم گرما کی تعطیلات کب شروع ہو رہی ہیں؟,neutral,other,Inquiry,irrelevant
میں نے اپنا میڈیکل ریکارڈ گم کر دیا ہے۔,negative,health,Complaint,relevant
اساتذہ کو تربیت کی ضرورت ہے۔,negative,education,Request,relevant
کیا آبادی کی شرح کم ہو رہی ہے؟,neutral,population,Inquiry,relevant
یہ ریستوران کا کھانا لذیذ ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے کوئی اچھا ڈاکٹر بتا سکتے ہیں؟,neutral,health,Request,relevant
تعلیمی نظام میں اصلاحات کی اشد ضرورت ہے۔,negative,education,Complaint,relevant
ملازمتوں کی فراہمی آبادی کے لحاظ سے ناکافی ہے۔,negative,population,Complaint,relevant
وہ شخص بہت مہربان ہے۔,positive,other,Feedback,irrelevant
میں شوگر کا مریض ہوں، مجھے کیا کھانا چاہیے؟,neutral,health,Inquiry,relevant
اس کالج میں داخلہ کے لئے کیا شرائط ہیں؟,neutral,education,Inquiry,relevant
آبادی کے کنٹرول کے لیے شعور اجاگر کرنا ضروری ہے۔,positive,population,Feedback,relevant
یہ فلم بہت ڈرامائی تھی۔,negative,other,Feedback,irrelevant
کیا حکومتی ہسپتالوں میں سہولیات بہتر ہو سکتی ہیں؟,neutral,health,Request,relevant
اساتذہ کی تنخواہیں بڑھائی جائیں۔,positive,education,Request,relevant
شہر میں بڑھتی ہوئی آبادی کی وجہ سے مسائل پیدا ہو رہے ہیں۔,negative,population,Complaint,relevant
میری گاڑی کا ٹائر پنکچر ہو گیا ہے۔,negative,other,Complaint,irrelevant
مجھے سر درد کی دوا چاہیے، شکریہ۔,neutral,health,Request,relevant
کیا اس اسکول میں کمپیوٹر لیب موجود ہے؟,neutral,education,Inquiry,relevant
ہمیں شرح پیدائش کو کم کرنے کی ضرورت ہے۔,negative,population,Request,relevant
یہ گانا بہت پر سکون ہے۔,positive,other,Feedback,irrelevant
میں نے آج دوا وقت پر لی ہے۔,positive,health,Feedback,relevant
طلباء کی حاضری کا ریکارڈ صحیح نہیں ہے۔,negative,education,Complaint,relevant
آبادی کے مسائل کو نظر انداز نہیں کیا جا سکتا۔,negative,population,Feedback,relevant
میں نے کل رات بہت اچھی نیند سوئی۔,positive,other,Feedback,irrelevant
میرا بلڈ پریشر کنٹرول میں نہیں ہے۔,negative,health,Complaint,relevant
کیا تعلیمی سال کے دوران کوئی چھٹیاں ہوں گی؟,neutral,education,Inquiry,relevant
بچوں کی پیدائش کی شرح میں اضافہ ہو رہا ہے۔,negative,population,Complaint,relevant
یہ کتاب مجھے پسند نہیں آئی۔,negative,other,Feedback,irrelevant
مجھے شوگر کی بیماری ہے، آپ کیا مشورہ دیں گے؟,neutral,health,Request,relevant
پرائیویٹ اسکولوں کی فیسیں بہت زیادہ ہیں۔,negative,education,Complaint,relevant
مشروم کی پیداوار میں تیزی سے اضافہ ہو رہا ہے۔,positive,population,Feedback,relevant
رات کا کھانا بہت لذیذ تھا۔,positive,other,Feedback,irrelevant
مجھے دل کی بیماری کا شک ہے۔,negative,health,Inquiry,relevant
کیا میٹرک کے بعد کالج میں داخلہ ممکن ہے؟,neutral,education,Inquiry,relevant
دیہی علاقوں میں آبادی کا ارتکاز بڑھ رہا ہے۔,negative,population,Complaint,relevant
سڑک پر ٹریفک جام ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے ایک اچھا دانتوں کا ڈاکٹر تجویز کر سکتے ہیں؟,neutral,health,Request,relevant
یہ یونیورسٹی بہت مشہور ہے۔,positive,education,Feedback,relevant
آبادی کی منصوبہ بندی حکومت کی ذمہ داری ہے۔,neutral,population,Feedback,relevant
یہ نیا گانا بہت ہی دلکش ہے۔,positive,other,Feedback,irrelevant
میرا شوگر لیول نارمل ہے۔,positive,health,Feedback,relevant
میں نے اپنے بچے کو اسکول کے لیے تیار کر لیا ہے۔,positive,education,Feedback,relevant
شہری علاقوں میں آبادی کا دباؤ بڑھ رہا ہے۔,negative,population,Complaint,relevant
یہ عمارت بہت پرانی ہے۔,negative,other,Feedback,irrelevant
مجھے درد کے لیے کوئی دواء تجویز کریں۔,neutral,health,Request,relevant
یہ اسکول بہت صاف ستھرا ہے۔,positive,education,Feedback,relevant
حکومت آبادی میں کمی کے لیے کیا اقدامات کر رہی ہے؟,neutral,population,Inquiry,relevant
یہ فلم بہت اچھی تھی۔,positive,other,Feedback,irrelevant
آپ کی دوا بہت مؤثر ہے۔,positive,health,Feedback,relevant
طلباء کے لیے کھیل کے میدان کی سہولت فراہم کی جائے۔,positive,education,Request,relevant
آبادی کے مسائل کو حل کرنا ضروری ہے۔,neutral,population,Feedback,relevant
یہ فلم کافی بورنگ تھی۔,negative,other,Feedback,irrelevant
میں نے آج اپنا معائنہ کروایا ہے۔,neutral,health,Feedback,relevant
اس کالج میں داخلہ کی آخری تاریخ کیا ہے؟,neutral,education,Inquiry,relevant
بڑھتی ہوئی آبادی کے سبب بے روزگاری میں اضافہ ہو رہا ہے۔,negative,population,Complaint,relevant
یہ گانا بہت دلکش ہے۔,positive,other,Feedback,irrelevant
مجھے زکام ہے، کیا کوئی گھریلو علاج ہے؟,neutral,health,Inquiry,relevant
کیا اس اسکول میں اسکالرشپ دستیاب ہیں؟,neutral,education,Inquiry,relevant
آبادی کی منصوبہ بندی کے لیے آگاہی مہم چلائی جائے۔,positive,population,Request,relevant
یہ سوٹ بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے بخار کی وجہ سے تکلیف ہو رہی ہے۔,negative,health,Complaint,relevant
طلباء کو ہاسٹل کی سہولت فراہم کی جائے۔,positive,education,Request,relevant
حکومت آبادی کے کنٹرول پر سنجیدگی سے کام کرے۔,negative,population,Request,relevant
یہ ہوٹل بہت اچھا ہے۔,positive,other,Feedback,irrelevant
مجھے ایک اچھے ماہر امراض قلب کی ضرورت ہے۔,neutral,health,Request,relevant
اس اسکول میں امتحانات کا نتیجہ بہت اچھا رہا ہے۔,positive,education,Feedback,relevant
کیا آبادی میں کمی کے لئے کوئی قانون بنایا گیا ہے؟,neutral,population,Inquiry,relevant
یہ گانا بہت پرانا ہے۔,negative,other,Feedback,irrelevant
کیا آپ مجھے کسی اچھے ماہر جلد کے ڈاکٹر کا نام بتا سکتے ہیں؟,neutral,health,Request,relevant
اساتذہ کو ہراساں کیا جا رہا ہے۔,negative,education,Complaint,relevant
بڑھتی ہوئی آبادی کے مسائل سنگین ہو رہے ہیں۔,negative,population,Complaint,relevant
مجھے بھوک نہیں لگ رہی۔,negative,other,Complaint,irrelevant
مجھے دل کی دھڑکن کا مسئلہ ہے۔,negative,health,Complaint,relevant
اس اسکول میں کلاسز بہت دیر سے شروع ہوتی ہیں۔,negative,education,Complaint,relevant
یہ آبادی کا ایک بڑا مسئلہ ہے۔,neutral,population,Feedback,relevant
مجھے گاڑی چلانا پسند ہے۔,positive,other,Feedback,irrelevant
مجھے اس درد سے نجات چاہیے، براہ کرم مدد کریں۔,negative,health,Request,relevant
طلباء کو بہتر نصاب کی ضرورت ہے۔,positive,education,Request,relevant
بنگلہ دیش کی آبادی بہت زیادہ ہے۔,neutral,population,Feedback,relevant
مجھے سردی لگ رہی ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے شوگر کا ٹیسٹ کرنے کے لیے کوئی دوا دے سکتے ہیں؟,neutral,health,Request,relevant
یہ اسکول بہت اچھا ہے، میں مطمئن ہوں۔,positive,education,Feedback,relevant
آبادی کے کنٹرول کے بارے میں لوگوں کو کیا علم ہے؟,neutral,population,Inquiry,relevant
یہ پرندہ بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
میرا کولیسٹرول بڑھ گیا ہے۔,negative,health,Complaint,relevant
طلباء کو اضافی کلاسز کی ضرورت ہے۔,positive,education,Request,relevant
بڑھتی ہوئی آبادی کے باعث وسائل کی قلت پیدا ہو رہی ہے۔,negative,population,Complaint,relevant
یہ کتاب میرے لیے بہت اہم ہے۔,positive,other,Feedback,irrelevant
میں نے کل رات صحیح وقت پر دوائی لی۔,positive,health,Feedback,relevant
یونیورسٹی میں داخلے کے لئے درخواست کیسے جمع کرائیں؟,neutral,education,Inquiry,relevant
آبادی کو کنٹرول کرنے کے لیے کیا اقدامات کیے جا رہے ہیں؟,neutral,population,Inquiry,relevant
یہ موسم بہت اچھا ہے۔,positive,other,Feedback,irrelevant
مجھے جلد کی الرجی ہے۔,negative,health,Complaint,relevant
اسکول کا نصاب بہت پرانا ہے۔,negative,education,Complaint,relevant
بچوں کی تعداد زیادہ ہونے کی وجہ سے مسائل ہیں۔,negative,population,Complaint,relevant
یہ فلم بہت ہی مایوس کن تھی۔,negative,other,Feedback,irrelevant
مجھے ذیابیطس ہے، مجھے غذا کا کیا خیال رکھنا چاہیے؟,neutral,health,Inquiry,relevant
اس کالج کا شعبہ سائنس بہت مضبوط ہے۔,positive,education,Feedback,relevant
آبادی میں کمی کی وجوہات کیا ہیں؟,neutral,population,Inquiry,relevant
صبح کی سیر بہت اچھی ہوتی ہے۔,positive,other,Feedback,irrelevant
میں نے آج صبح اپنا بلڈ پریشر چیک کروایا۔,neutral,health,Feedback,relevant
اساتذہ نے اپنا فرض بخوبی ادا کیا۔,positive,education,Feedback,relevant
حکومتی پالیسیاں آبادی کے کنٹرول میں ناکام رہی ہیں۔,negative,population,Complaint,relevant
میں نے ناشتہ نہیں کیا۔,neutral,other,Feedback,irrelevant
ملک میں مہنگائی کی شرح بہت زیادہ بڑھ گئی ہے۔,negative,population,Complaint,relevant
کیا آج صدر صاحب قوم سے خطاب کریں گے؟,neutral,population,Inquiry,relevant
ہمیں پسماندہ علاقوں میں تعلیم کے معیار کو بہتر بنانے کی ضرورت ہے۔,negative,education,Request,relevant
نئے اسکولوں کی تعمیر کے لیے حکومت کو فنڈز فراہم کرنے چاہئیں۔,positive,education,Request,relevant
میری طبیعت کافی ناساز ہے، براہ کرم مجھے ڈاکٹر سے ملوا دیجئے۔,negative,health,Request,relevant
یہ دوا بہت مؤثر ثابت ہوئی ہے، شکریہ۔,positive,health,Feedback,relevant
شہر میں آبادی کا ارتکاز بہت زیادہ ہے۔,neutral,population,Inquiry,relevant
یہ کتاب بہت دلچسپ ہے، مجھے اس کا پلاٹ پسند آیا۔,positive,other,Feedback,irrelevant
اس ریستوران کا کھانا ذائقے میں بہترین ہے۔,positive,other,Feedback,irrelevant
مجھے گاڑی کا نیا ماڈل خریدنے میں دلچسپی ہے۔,neutral,other,Inquiry,irrelevant
یہ فلم مجھے بالکل پسند نہیں آئی، وقت کا ضیاع تھا۔,negative,other,Feedback,irrelevant
مجھے اس پروجیکٹ پر مزید معلومات درکار ہیں۔,neutral,other,Inquiry,irrelevant
اس اسپتال کی سہولیات بہت اچھی ہیں، میں بہت مطمئن ہوں۔,positive,health,Feedback,relevant
نوزائیدہ بچوں کی صحت کا خیال رکھنا بہت ضروری ہے۔,neutral,health,Inquiry,relevant
حکومت کو زچگی کے دوران خواتین کی صحت کی سہولیات بہتر بنانی چاہئیں۔,negative,health,Request,relevant
طلباء کے لیے آن لائن کلاسز کا نظام بہت کارآمد ثابت ہوا ہے۔,positive,education,Feedback,relevant
اس اسکول میں تدریسی معیار بہت خراب ہے۔,negative,education,Complaint,relevant
کیا حکومت نے آبادی کے کنٹرول کے لیے کوئی منصوبہ بندی کی ہے؟,neutral,population,Inquiry,relevant
ہمیں مستقبل کی نسلوں کی صحت کے بارے میں سوچنا چاہیے۔,neutral,health,Inquiry,relevant
یہ گانا مجھے بہت بھایا، اس کے بول خوبصورت ہیں۔,positive,other,Feedback,irrelevant
مجھے ایک نئی نوکری کی تلاش ہے۔,neutral,other,Inquiry,irrelevant
یہ کتاب میری توقعات پر پوری نہیں اتری۔,negative,other,Feedback,irrelevant
پرائیویٹ اسکولوں کی فیسیں بہت زیادہ ہیں۔,negative,education,Complaint,relevant
کیا آپ مجھے اس نئی فلم کے بارے میں بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
اس پارک کا ماحول بہت پرسکون ہے۔,positive,other,Feedback,irrelevant
اس دوا کے مضر اثرات کی شکایت ہے۔,negative,health,Complaint,relevant
میں جاننا چاہتا ہوں کہ اس بیماری کا علاج کیا ہے۔,neutral,health,Inquiry,relevant
اس اسکول کے نتائج بہت حوصلہ افزا ہیں۔,positive,education,Feedback,relevant
بچوں میں غذائیت کی کمی ایک بڑا مسئلہ ہے۔,negative,population,Inquiry,relevant
حکومت کو صحت کے بجٹ میں اضافہ کرنا چاہیے۔,positive,health,Request,relevant
کیا کل اسکول میں کوئی تقریب ہوگی؟,neutral,education,Inquiry,relevant
عوام کی صحت کے لیے بہتر انتظامات ہونے چاہئیں۔,negative,health,Request,relevant
یہ پروجیکٹ کافی پیچیدہ ہے، مجھے مدد کی ضرورت ہے۔,neutral,other,Request,irrelevant
مجھے اس ہوٹل میں کمرہ بک کروانا ہے۔,neutral,other,Request,irrelevant
ملک کی آبادی تیزی سے بڑھ رہی ہے، جس کے اپنے چیلنجز ہیں۔,neutral,population,Inquiry,relevant
آبادی میں اضافے سے وسائل پر بوجھ پڑ رہا ہے۔,negative,population,Complaint,relevant
یہ نصابی کتاب معلومات سے بھرپور ہے، بہت مفید ہے۔,positive,education,Feedback,relevant
مجھے اس نئی کتاب کے بارے میں کچھ معلومات درکار ہیں۔,neutral,other,Inquiry,irrelevant
میں آپ کے کام سے بہت متاثر ہوں۔,positive,other,Feedback,irrelevant
اس مرض کا علاج بہت مہنگا ہے۔,negative,health,Complaint,relevant
کیا اس اسکول میں داخلہ کا عمل شروع ہو گیا ہے؟,neutral,education,Inquiry,relevant
لوگوں کی صحت کی بہتری کے لیے عوامی شعور اجاگر کرنا ضروری ہے۔,positive,health,Feedback,relevant
اس فلم کے اداکاروں کی کارکردگی لاجواب تھی۔,positive,other,Feedback,irrelevant
کیا یہ بس ریلوے اسٹیشن سے گزرتی ہے؟,neutral,other,Inquiry,irrelevant
حکومت نے آبادی کنٹرول کے لیے کچھ اقدامات اٹھانے کا اعلان کیا ہے۔,neutral,population,Feedback,relevant
بچوں کو صحت مندانہ ماحول فراہم کرنا بہت اہم ہے۔,positive,health,Feedback,relevant
یہ کورس بہت معلوماتی ہے، میں نے بہت کچھ سیکھا۔,positive,education,Feedback,relevant
یہ شہر بہت گنجان آباد ہے۔,neutral,population,Inquiry,relevant
دواؤں کی عدم دستیابی ایک سنگین مسئلہ ہے۔,negative,health,Complaint,relevant
تعلیمی نصاب میں تبدیلیوں کی ضرورت ہے۔,negative,education,Request,relevant
مجھے اس موضوع پر مزید تفصیلی معلومات درکار ہیں۔,neutral,other,Inquiry,irrelevant
اس جگہ کے قدرتی مناظر بہت دلکش ہیں۔,positive,other,Feedback,irrelevant
عوام کی صحت کے حوالے سے یہ سہولیات ناکافی ہیں۔,negative,health,Complaint,relevant
کیا اس اسکول میں اسکالرشپ کی سہولت موجود ہے؟,neutral,education,Inquiry,relevant
اس پارک میں رش بہت زیادہ ہے۔,negative,population,Complaint,relevant
یہ کتاب مجھے بہت پسند آئی، اس میں بہت دلچسپ معلومات ہیں۔,positive,other,Feedback,irrelevant
مجھے اس موضوع پر آپ کی رائے جاننی ہے۔,neutral,other,Inquiry,irrelevant
اس اسپتال میں ایمرجنسی سروسز بہت سست ہیں۔,negative,health,Complaint,relevant
اس اسکول میں طالب علموں کی تعداد بہت زیادہ ہے۔,negative,education,Complaint,relevant
حکومت کو آبادی کے بڑھتے ہوئے مسئلے پر توجہ دینی چاہیے۔,negative,population,Request,relevant
یہ فلم بہت بورنگ تھی، مجھے نیند آنے لگی۔,negative,other,Feedback,irrelevant
میں یہ کتاب خریدنا چاہتا ہوں۔,neutral,other,Request,irrelevant
معدے کے مسائل آج کل عام ہو رہے ہیں۔,neutral,health,Inquiry,relevant
اس اسکول میں تعلیم کا معیار بہت بلند ہے۔,positive,education,Feedback,relevant
بڑھتی ہوئی آبادی ملک کے لیے ایک بڑا چیلنج ہے۔,negative,population,Inquiry,relevant
مجھے اس میگزین میں چھپا مضمون پسند آیا۔,positive,other,Feedback,irrelevant
کیا آپ مجھے گوگل کے بارے میں بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
اس ہسپتال کے عملے کا رویہ بہت اچھا ہے۔,positive,health,Feedback,relevant
کیا اس اسکول میں کھیلوں کی سرگرمیاں ہوتی ہیں؟,neutral,education,Inquiry,relevant
شہر میں گاڑیوں کی تعداد میں اضافہ تشویشناک ہے۔,negative,population,Complaint,relevant
یہ موسیقی دل کو سکون دیتی ہے۔,positive,other,Feedback,irrelevant
مجھے اس ریستوران میں ٹیبل بک کروانا ہے۔,neutral,other,Request,irrelevant
بچوں کی صحت کے لیے متوازن غذا بہت ضروری ہے۔,positive,health,Feedback,relevant
اس اسکول میں کلاس رومز کی کمی ہے۔,negative,education,Complaint,relevant
ملک میں شرح خواندگی بڑھانے کی ضرورت ہے۔,positive,education,Request,relevant
یہ عمارت بہت پرانی لگ رہی ہے۔,neutral,other,Inquiry,irrelevant
اس ناول کا اختتام بہت مایوس کن تھا۔,negative,other,Feedback,irrelevant
دماغی صحت پر توجہ دینے کی اشد ضرورت ہے۔,negative,health,Request,relevant
کیا اس کورس کا کوئی امتحان ہوگا؟,neutral,education,Inquiry,relevant
شہر کی آبادی میں تیزی سے اضافہ ہو رہا ہے۔,negative,population,Inquiry,relevant
مجھے یہ فلم بہت پسند آئی، سب کو دیکھنی چاہیے۔,positive,other,Feedback,irrelevant
یہ ٹریفک کا نظام بہت خراب ہے۔,negative,other,Complaint,irrelevant
اس ہسپتال میں صفائی کا انتظام بہت ناقص ہے۔,negative,health,Complaint,relevant
تعلیم پر حکومت کے خرچ میں کمی کی گئی ہے۔,negative,education,Complaint,relevant
